 Distance from Base (TBH),Address,Bikes Available,Latitude,Longitude,Station ID,Station Name,Station Plus-Codes,Station Status,Total Docks,Zipcode
11,"E 83rd St & S South Chicago Ave, Chicago, IL",10,41.743921,-87.575225,588,South Chicago Ave & 83rd St,86HJPCVF%2BHW,Excess,11,60617
9.3,"W Cuyler Ave & N Milwaukee Ave, Chicago, IL",4,41.954468,-87.749594,589,Milwaukee Ave & Cuyler Ave,86HJX732%2BQ5,Deficit,11,60641
8.6,"N Kilbourn Ave & W Irving Park Rd, Chicago, IL",4,41.953733,-87.740569,590,Kilbourn Ave & Irving Park Rd,86HJX735%2BFQ,Deficit,11,60641
9.2,"N Kilbourn Ave & N Milwaukee Ave, Chicago, IL",8,41.94707089,-87.74000824,591,Kilbourn Ave & Milwaukee Ave,86HJW7W5%2BRX,Sufficient Quantity,15,60641
9,"N Knox Ave & W Montrose Ave, Chicago, IL",8,41.960631,-87.745359,592,Knox Ave & Montrose Ave,86HJX763%2B7V,Excess,11,60641
5.4,"W 59th St & S Halsted St, Chicago, IL",8,41.787539,-87.644874,593,Halsted St & 59th St,86HJQ9Q4%2B23,Excess,11,60621
5.1,"W 48th Pl & S Western Blvd, Chicago, IL",6,41.805661,-87.683392,594,Western Blvd & 48th Pl,86HJR848%2B7J,Sufficient Quantity,11,60609
9.9,"E 87th St & S Wabash Ave, Chicago, IL",6,41.73621877,-87.6226455,595,Wabash Ave & 87th St,86HJP9PG%2BFW,Sufficient Quantity,11,60619
14,"Benson Ave & Church St, Evanston, IL",8,42.048214,-87.683485,596,Benson Ave & Church St,86JJ28X8%2B7J,Sufficient Quantity,15,60201
1.9,"W Washington St, Chicago, IL",11,42.032562,-87.679101,597,Chicago Ave & Washington St,86JJ28MC%2B29,Excess,15,60606
17.4,"Austin St & Elmwood Ave, Evanston, IL",1,42.025784,-87.684107,598,Elmwood Ave & Austin St,86JJ28G8%2B89,Deficit,15,60202
17.4,"Valli Produce, 1910 Dempster St, Evanston, IL",8,42.039742,-87.699413,599,Valli Produce - Evanston Plaza,86JJ28Q2%2BV6,Sufficient Quantity,15,60202
14.9,"Dodge Ave & Church St, Evanston, IL",5,42.048308,-87.698224,600,Dodge Ave & Church St,86JJ28X2%2B8P,Deficit,15,60201
15.9,"Central St., 1826 Central St, Evanston, IL",15,42.063598,-87.69873,601,Central St Metra,86JJ3872%2BCG,Excess,15,60201
16.4,"Central St & Girard Ave, Evanston, IL",6,42.064313,-87.686152,602,Central St & Girard Ave,86JJ3877%2BPG,Deficit,15,60201
15.7,"Chicago Ave & Sheridan Rd, Evanston, IL",7,42.050491,-87.677821,603,Chicago Ave & Sheridan Rd,86JJ382C%2B5V,Sufficient Quantity,15,60208
16.8,"Noyes/Haven/Sheridan Lot, Evanston, IL",11,42.058239,-87.677432,604,Sheridan Rd & Noyes St (NU),86JJ385F%2B72,Excess,15,60208
16.3,"University Library, 1970 Campus Dr, Evanston, IL",9,42.052939,-87.673447,605,University Library (NU),86JJ383G%2B5J,Excess,15,60201
7.2,"N Keystone Ave & W Fullerton Ave, Chicago, IL",11,41.92459,-87.72785,619,Keystone Ave & Fullerton Ave,86HJW7FC%2BRV,Excess,11,60639
3.1,"NEXT Apartments, 347 W Chestnut St, Chicago, IL",7,41.898203,-87.637536,620,Orleans St & Chestnut St (NEXT Apts),86HJV9X6%2B7X,Sufficient Quantity,15,60610
1.6,"N Aberdeen St & W Randolph St, Chicago, IL",3,41.884114,-87.654264,621,Aberdeen St & Randolph St,86HJV8MW%2BJ7,Deficit,15,60607
4.8,"W Cortez St & N California Ave, Chicago, IL",11,41.900363,-87.696704,622,California Ave & Cortez St,86HJW823%2B48,Excess,15,60622
1.6,"Michigan Ave & E 8th St, Chicago, IL",11,41.872773,-87.623981,623,Michigan Ave & 8th St,86HJV9FG%2B4C,Deficit,43,60605
1.8,"W Van Buren St & S Dearborn St, Chicago, IL",10,41.876268,-87.629155,624,Dearborn St & Van Buren St,86HJV9GC%2BG8,Excess,15,60604
17.1,"Main St & Dodge Ave, Evanston, IL",12,42.03463185,-87.6991877,625,Dodge Ave & Main St,86JJ28M2%2BV8,Excess,15,60202
0.8,"Roosevelt Rd & S Delano Ct, Chicago, IL",11,41.867491,-87.63219,626,Delano Ct & Roosevelt Rd,86HJV989%2BX4,Excess,19,60605
2.7,"W Huron St & N La Salle St, Chicago, IL",11,41.894877,-87.632326,627,LaSalle Dr & Huron St,86HJV9V9%2BX3,Excess,19,60654
3.9,"Walsh (John) Park, 1722 N Ashland Ave, Chicago, IL",5,41.91461,-87.667968,628,Walsh Park,86HJW87J%2BRR,Deficit,23,60622
9.4,"W Montrose Ave & N Kildare Ave, Chicago, IL",3,41.96108,-87.73569,630,Kildare Ave & Montrose Ave,86HJX767%2BCP,Deficit,15,60630
,"Malcolm X College, 1900 W Jackson Blvd, Chicago, IL",19,41.877618,-87.673895,631,Malcolm X College Vaccination Site,86HJV8HG%2B2C,Excess,19,60612
6.9,"W Newport Ave & N Clark St, Chicago, IL",11,41.94454,-87.654678,632,Clark St & Newport St,86HJW8VW%2BR4,Excess,15,60657
3.4,"N Fairbanks Ct & E Superior St, Chicago, IL",7,41.895748,-87.620104,635,Fairbanks St & Superior St,86HJV9WH%2B7X,Excess,11,60611
2.2,"N Orleans St & W Hubbard St, Chicago, IL",6,41.890028,-87.636618,636,Orleans St & Hubbard St,86HJV9R7%2B29,Sufficient Quantity,11,60654
3.4,"N Wood St & W Chicago Ave, Chicago, IL",2,41.895634,-87.672069,637,Wood St & Chicago Ave,86HJV8WH%2B75,Deficit,15,60622
1.2,"Jackson Blvd & S Clinton St, Chicago, IL",12,41.87831661,-87.64098108,638,Clinton St & Jackson Blvd,86HJV9H5%2B8J,Deficit,31,60606
9.7,"Divvy, Lakefront Trail & Wilson Ave, Chicago, IL",3,41.965845,-87.645361,639,Lakefront Trail & Wilson Ave,86HJX983%2B8V,Deficit,15,60640
7.5,"N Elston Ave & N Bernard St, Chicago, IL",11,41.949923,-87.713949,640,Bernard St & Elston Ave,86HJW7XP%2BXC,Excess,11,60618
6.6,"W Bloomingdale Ave & Central Park Ave, Chicago, IL",3,41.914166,-87.716755,641,Central Park Ave & Bloomingdale Ave,86HJW77M%2BM7,Deficit,11,60647
7.8,"N Latrobe Ave & W Chicago Ave, Chicago, IL",0,41.894745,-87.756895,642,Latrobe Ave & Chicago Ave,86HJV6VV%2BV6,Deficit,7,60644
4.2,"Smith Park, Chicago, IL",6,41.892048,-87.689397,643,Smith Park,86HJV8R6%2BR6,Deficit,15,60612
2.2,"S Western Ave & W Fillmore St, Chicago, IL",0,41.868563,-87.686234,644,Western Ave & Fillmore St,86HJV897%2BCG,Deficit,11,60612
3.5,"W 37th St & S Damen Ave, Chicago, IL",5,41.826712,-87.683144,645,Archer (Damen) Ave & 37th St,86HJR8G8%2BMP,Sufficient Quantity,11,60609
6.1,"E 54th St & S State St, Chicago, IL",3,41.796642,-87.625923,646,State St & 54th St,86HJQ9WF%2BMJ,Deficit,11,60609
6,"S Elizabeth St & W 59th St, Chicago, IL",4,41.78969688,-87.6546979,647,Elizabeth St & 59th St,86HJQ8QW%2BV4,Excess,7,60636
6.3,"S Carpenter St & W 63rd St, Chicago, IL",3,41.77987,-87.650919,648,Carpenter St & 63rd St,86HJQ8HX%2BWJ,Deficit,7,60621
7,"S Stewart Ave & W 63rd St, Chicago, IL",2,41.779835,-87.634774,649,Stewart Ave & 63rd St,86HJQ9H8%2BW3,Deficit,11,60621
7.8,"S Eggleston Ave & W 69th St, Chicago, IL",0,41.768898,-87.635876,650,Eggleston Ave & 69th St,86HJQ997%2BHJ,Deficit,11,60621
8.5,"S Rhodes Ave & E 71st St, Chicago, IL",6,41.766,-87.611726,652,Rhodes Ave & 71st St,86HJQ98Q%2B98,Sufficient Quantity,11,60619
9.5,"E Hayes Dr & S Cornell Dr, Chicago, IL",10,41.780595,-87.584846,653,Cornell Dr & Hayes Dr,86HJQCJ8%2B63,Excess,11,60637
1.7,"N Racine Ave & W Washington Blvd, Chicago, IL",5,41.883073,-87.656952,654,Racine Ave & Washington Blvd,86HJV8MV%2B66,Sufficient Quantity,11,60607
9.1,"N Hoyne Ave & W Balmoral Ave, Chicago, IL",14,41.979851,-87.681932,655,Hoyne Ave & Balmoral Ave,86HJX8H9%2BW6,Excess,15,60625
3,"Divvy, Damen Ave & Walnut (Lake) St, Chicago, IL",2,41.885951,-87.677009,656,Damen Ave & Walnut (Lake) St,86HJV8PF%2B95,Deficit,15,60612
3.6,"N Wood St & W Augusta Blvd, Chicago, IL",1,41.899181,-87.6722,657,Wood St & Augusta Blvd,86HJV8XH%2BM4,Deficit,15,60622
4.4,"N Leavitt St & W Division St, Chicago, IL",11,41.902997,-87.683825,658,Leavitt St & Division St,86HJW838%2B5F,Excess,15,60622
3.8,"N Leavitt St & W Chicago Ave, Chicago, IL",9,41.895501,-87.682017,659,Leavitt St & Chicago Ave,86HJV8W9%2B65,Excess,15,60622
11.9,"W Columbia Ave & N Sheridan Rd, Chicago, IL",12,42.004583,-87.661406,660,Sheridan Rd & Columbia Ave,86JJ283Q%2BRC,Excess,15,60626
16.7,"City of Evanston Civic Center, 2100 Ridge Ave, Evanston, IL",10,42.057044,-87.686554,661,Evanston Civic Center,86JJ3847%2BR9,Excess,15,60201
13.1,"Dodge Ave & Mulford St, Evanston, IL",13,42.023463,-87.699595,662,Dodge Ave & Mulford St,86JJ28F2%2B95,Excess,15,60202
15.7,"Central St & Lincolnwood Dr, Evanston, IL",9,42.064854,-87.715297,663,Lincolnwood Dr & Central St,86JJ377M%2BWV,Excess,15,60201
6.1,"N Leavitt St & W Belmont Ave, Chicago, IL",6,41.939354,-87.683282,664,Leavitt St & Belmont Ave,86HJW8Q8%2BPM,Deficit,15,60618
11,"South Chicago & Elliott, Chicago, IL",3,41.747363,-87.580046,665,South Chicago Ave & Elliot Ave,86HJPCW9%2BWX,Deficit,7,60617
3.5,"N Cherry Ave & W Blackhawk St, Chicago, IL",0,41.907221,-87.655618,666,Cherry Ave & Blackhawk St,86HJW84V%2BVQ,Deficit,15,60642
2.3,"N Franklin St & W Illinois St, Chicago, IL",3,41.89102331,-87.63547987,672,Franklin St & Illinois St,86HJV9R7%2BCR,Deficit,11,60654
6.3,"Lincoln Park Conservatory, 2391 N Stockton Dr, Chicago, IL",30,41.92393131,-87.63582453,673,Lincoln Park Conservatory,86HJW9F7%2BHM,Excess,31,60614
8,"Michigan Ave & E 71st St, Chicago, IL",1,41.765286,-87.621748,674,Michigan Ave & 71st St,86HJQ98H%2B48,Deficit,7,60619
9.8,"S Stewart Ave & W 83rd St, Chicago, IL",4,41.743717,-87.634088,677,Stewart Ave & 83rd St,86HJP9V8%2BF9,Deficit,15,60620
7.2,"W 73rd St & S Halsted St, Chicago, IL",15,41.76160544,-87.64416098,678,Halsted St & 73rd St,86HJQ964%2BJ8,Excess,15,60621
7.9,"W 74th St & S Ashland Ave, Chicago, IL",4,41.75923602,-87.66347408,679,Ashland Ave & 74th St,86HJQ85P%2BMJ,Deficit,15,60636
7.8,"W 78th St & S Halsted St, Chicago, IL",4,41.75248701,-87.64390216,681,Halsted St & 78th St,86HJQ924%2BXC,Deficit,15,60620
11.1,"S Eberhart Ave & E 91st St, Chicago, IL",2,41.72928516,-87.61103153,682,Eberhart Ave & 91st St,86HJP9HQ%2BPH,Deficit,15,60619
8.5,"W 78th St & Ashland Ave, Chicago, IL",15,41.75220485,-87.66369939,683,Ashland Ave & 78th St,86HJQ82P%2BVG,Excess,15,60620
11.8,"S Prospect Square & W 91st St, Chicago, IL",10,41.7282338,-87.6675239,684,Prospect Sq & 91st St,86HJP8HJ%2B7X,Excess,15,60620
10.7,"W 86th St & S Summit Ave, Chicago, IL",1,41.73784848,-87.64489979,685,Summit Ave & 86th St,86HJP9Q4%2B42,Deficit,15,60620
11.9,"E 87th St & S East End Ave, Chicago, IL",4,41.73681521,-87.58280128,686,East End Ave & 87th St,86HJPCP8%2BPV,Deficit,15,60617
9.4,"W 84th St & S Loomis Blvd, Chicago, IL",5,41.74148653,-87.65841007,687,Loomis Blvd & 84th St,86HJP8RR%2BHJ,Deficit,15,60620
10.6,"W 92nd St & S Elizabeth St, Chicago, IL",7,41.72679896,-87.6542902,689,Elizabeth St & 92nd St,86HJP8GW%2BP7,Sufficient Quantity,15,60620
10.8,"S State St & W 95th St, Chicago, IL",15,41.7218499,-87.6228544,690,State St & 95th St,86HJP9CG%2BPV,Excess,15,60628
11.8,"S Eggleston Ave & W 92nd St, Chicago, IL",12,41.72757566,-87.63482809,691,Eggleston Ave & 92nd St,86HJP9H8%2B23,Excess,15,60620
13.1,"S Marquette Ave & E 89th St, Chicago, IL",11,41.73366879,-87.55834222,692,Marquette Ave & 89th St,86HJPCMR%2BFM,Excess,15,60617
12.5,"E 87th St & S Baltimore Ave, Chicago, IL",10,41.7373356,-87.54851461,693,Baltimore Ave & 87th St,86HJPFP2%2BWH,Excess,15,60617
12.4,"S Houston Ave & E 92nd St, Chicago, IL",3,41.72820422,-87.54970014,694,Houston Ave & 92nd St,86HJPFH2%2B74,Deficit,15,60617
12.5,"E 103rd St & S Dauphin Ave, Chicago, IL",14,41.70725037,-87.60766268,695,Dauphin Ave & 103rd St,86HJP94R%2BWW,Excess,15,60628
12,"E 103rd St & S Indiana Ave, Chicago, IL",10,41.70717027,-87.61847198,696,Indiana Ave & 103rd St,86HJP94J%2BVJ,Excess,15,60628
13.7,"S Oglesby Ave & E 100th St, Chicago, IL",9,41.71339748,-87.56584168,697,Oglesby Ave & 100th St,86HJPC7M%2B9M,Excess,15,60617
13.4,"E 111th Pl & S Cottage Grove Ave, Chicago, IL",1,41.69170976,-87.61000156,698,Cottage Grove Ave & 111th Pl,86HJM9RQ%2BMX,Deficit,15,60628
12.8,"E 107th St & S Vernon Ave, Chicago, IL",3,41.70012138,-87.61225998,699,Vernon Ave & 107th St,86HJP92Q%2B23,Deficit,15,60628
12,"W 96th St & S Halsted St, Chicago, IL",8,41.71971218,-87.64301956,700,Halsted St & 96th St,86HJP994%2BVQ,Sufficient Quantity,15,60628
13.7,"E 95th St & S Constance Ave, Chicago, IL",15,41.72229074,-87.57896841,701,Constance Ave & 95th St,86HJPCCC%2BWC,Excess,15,60617
11.7,"S Greenwood Ave & E 91st St, Chicago, IL",11,41.72826427,-87.59729862,702,Greenwood Ave & 91st St,86HJPCH3%2B83,Excess,15,60619
,"E 97th St & S Greenwood Ave, Chicago, IL",1,41.71870316,-87.59703577,703,Greenwood Ave & 97th St,86HJPC93%2BF5,Deficit,15,60628
18.7,"Avenue O & 134th Street, Chicago, IL",14,41.6518678,-87.53967136,704,Avenue O & 134th St,86HJMF26%2BP4,Excess,15,60633
13.8,"S Stony Is Ave & E 90th St, Chicago, IL",8,41.73139494,-87.58574367,705,Stony Island Ave & 90th St,86HJPCJ7%2BHP,Sufficient Quantity,15,60617
11,"E 87th St & S Dauphin Ave, Chicago, IL",7,41.73655902,-87.60125756,706,Dauphin Ave & 87th St,86HJP9PX%2BJF,Sufficient Quantity,15,60619
14.1,"E 106th St & S Torrence Ave, Chicago, IL",7,41.70280085,-87.55972624,707,Torrence Ave & 106th St,86HJPC3R%2B44,Sufficient Quantity,15,60617
11.6,"E 87th St & S Clyde Ave, Chicago, IL",8,41.73715146,-87.57274032,708,Clyde Ave & 87th St,86HJPCPG%2BVW,Sufficient Quantity,15,60617
13.3,"E 114th St & S Michigan Ave, Chicago, IL",15,41.6870148,-87.62105227,709,Michigan Ave & 114th St,86HJM9PH%2BRH,Excess,15,60628
14.7,"Burnham Greenway Trail System - Red Paved Trl & E 105th St, Chicago, IL",5,41.70457509,-87.52823174,710,Burnham Greenway & 105th St,86HJPF3C%2BRP,Sufficient Quantity,11,60617
13.6,"W 111th St & S Halsted St, Chicago, IL",2,41.69226256,-87.64261186,711,Halsted St & 111th St,86HJM9R4%2BWX,Deficit,15,60628
12.2,"S Wentworth Ave & W 104th St, Chicago, IL",4,41.705308,-87.62921691,712,Wentworth Ave & 104th St,86HJP94C%2B48,Deficit,15,60628
14.3,"W 115th St & Major Taylor Trail, Chicago, IL",8,41.6849316,-87.64528871,713,Major Taylor Trail & 115th St,86HJM9M3%2BXV,Sufficient Quantity,15,60643
14.4,"W 123rd St & S State St, Chicago, IL",13,41.67064384,-87.62258649,714,State St & 123rd St,86HJM9CG%2B7X,Excess,15,60628
15.5,"W 124th St & Major Taylor Trail, Chicago, IL",10,41.66869635,-87.63711333,715,Major Taylor Trail & 124th St,86HJM997%2BF5,Excess,15,60628
18.2,"S Eberhart Ave & E 131st St, Chicago, IL",1,41.65841315,-87.6107109,716,Eberhart Ave & 131st St,86HJM95Q%2B9P,Deficit,15,60827
15.8,"Big Marsh Park, 11559 S Stony Is Ave, Chicago, IL",14,41.68587706,-87.57382393,717,Big Marsh Park,86HJMCPG%2B9F,Excess,15,60633
15.7,"Divvy, Ewing Ave & Burnham Greenway, Chicago, IL",0,41.71274876,-87.53481388,718,Ewing Ave & Burnham Greenway,86HJPF78%2B33,Deficit,11,60617
16.7,"Avenue O & 118th Street, Chicago, IL",1,41.68100146,-87.53793122,719,Avenue O & 118th St,86HJMFJ6%2BCR,Deficit,15,60617
16.7,"E 126th Pl & S Torrence Ave, Chicago, IL",10,41.66631201,-87.55721569,720,Torrence Ave & 126th Pl,86HJMC8V%2BG4,Excess,15,60633
13.6,"W 100th St & S Walden Pkwy, Chicago, IL",10,41.7121641,-87.66773343,721,Walden Pkwy & 100th St,86HJP86J%2BVW,Excess,15,60643
17.7,"E 130th St & S Commercial Ave, Chicago, IL",12,41.65915043,-87.5507623,722,Commercial Ave & 130th St,86HJMC5X%2BMM,Excess,15,60633
14.3,"W 107th St & S Hale Ave, Chicago, IL",1,41.69920617,-87.66891897,723,Hale Ave & 107th St,86HJM8XJ%2BMC,Deficit,11,60643
15.1,"W 115th St & S Homewood Ave, Chicago, IL",1,41.68459507,-87.670708,724,Homewood Ave & 115th St,86HJM8MH%2BRP,Deficit,15,60643
12.8,"W 104th St & S Halsted St, Chicago, IL",2,41.70513979,-87.64242411,725,Halsted St & 104th St,86HJP945%2B32,Deficit,15,60628
13.4,"S Vincennes Ave & W 104th St, Chicago, IL",7,41.70492557,-87.65686811,726,Vincennes Ave & 104th St,86HJP83V%2BX7,Sufficient Quantity,15,60643
14.8,"W 113th Pl & S Ada St, Chicago, IL",12,41.68756162,-87.65547574,727,Ada St & 113th St,86HJM8QV%2B2R,Excess,15,60643
15.4,"Western Ave & W 111th St, Chicago, IL",6,41.69121104,-87.68129736,728,Western Ave & 111th St,86HJM8R9%2BFF,Deficit,23,60655
17,"S Lawndale Ave & W 111th St, Chicago, IL",13,41.69131919,-87.71288574,730,Lawndale Ave & 111th St,86HJM7RP%2BGR,Excess,15,60655
13.3,"Bradley (Josephine) Park, 9729 S Yates Blvd, Chicago, IL",5,41.7178783,-87.56459177,731,Bradley Park,86HJPC9P%2B55,Sufficient Quantity,11,60617
18.4,"Hegewisch Metra/South Shore Metropolitan Rail, 13730 S Brainard Ave, Chicago, IL",1,41.64850076,-87.54608989,732,Hegewisch Metra Station,86HJJFX3%2BCH,Deficit,15,60633
13.3,"S Commercial Ave & E 100th St, Chicago, IL",6,41.7133174,-87.55109757,734,Commercial Ave & 100th St,86HJPC7X%2B8H,Deficit,15,60617
12.2,"W 104th St & S Western Ave, Chicago, IL",7,41.7045871,-87.68120349,735,Western Ave & 104th St,86HJP839%2BRG,Sufficient Quantity,15,60643
16.5,"S Kedzie Ave & W 110th St, Chicago, IL",7,41.69239475,-87.70096064,736,Kedzie Ave & 110th St,86HJM7RX%2BXJ,Excess,11,60655
11.7,"Chicago State University, Chicago, IL",23,41.71896342,-87.60829568,737,Chicago State University,86HJP99R%2BHM,Excess,23,60628
16.3,"Calumet Park, Chicago, IL",3,41.71370983,-87.53084421,738,Calumet Park,86HJPF79%2BFM,Deficit,15,60827
17.9,"Altgeld Gardens, Chicago, IL",1,41.65666553,-87.59880066,739,Altgeld Gardens,86HJMC42%2BMF,Deficit,15,60827
11.8,"S Loomis St & W 89th St, Chicago, IL",0,41.73237975,-87.65806943,740,Loomis St & 89th St,86HJP8JR%2BXQ,Deficit,15,60620
12.8,"S Yates Blvd & E 93rd St, Chicago, IL",0,41.72616639,-87.56627619,741,Yates Blvd & 93rd St,86HJPCGM%2BFF,Deficit,15,60617
15.4,"E 111th St & S Doty Ave, Chicago, IL",9,41.69501045,-87.59871483,742,Doty Ave & 111th St,86HJMCW2%2B2G,Excess,15,60628
14.8,"Olive-Harvey College, 10001 S Woodlawn Ave, Chicago, IL",3,41.70958114,-87.59023368,748,Olive Harvey College,86HJPC55%2BRW,Deficit,15,60628
15.4,"Burnham Greenway Trail System - Red Paved Trl & 112th St, Chicago, IL",1,41.69177385,-87.53043115,749,Burnham Greenway & 112th St,86HJMFR9%2BPR,Deficit,15,60617
2.5,"N State St, Chicago, IL",1,41.8966172,-87.62857854,753,State St & Chicago Ave,86HJV9WC%2BJH,Deficit,15,60601
6.1,"N Lincoln Ave & W Roscoe St, Chicago, IL",6,41.94335025,-87.67066777,758,Lincoln Ave & Roscoe St*,86HJW8VH%2B8P,Deficit,16,60657
5,"W Diversey Pkwy & N Wilton Ave, Chicago, IL",16,41.932418,-87.652705,759,Wilton Ave & Diversey Pkwy*,86HJW8JW%2BXW,Sufficient Quantity,32,60614
10.6,"Lakefront Trail - North Trailhead - Ardmore Ave - 5800 N, 900 W Ardmore Ave, Chicago, IL",4,41.98404412,-87.65228123,760,Lakefront Trail & Bryn Mawr Ave,86HJX8MX%2BJ3,Deficit,19,60660
4,"N Bissell St & W Armitage Ave, Chicago, IL",7,41.91829556,-87.65218332,761,Bissell St & Armitage Ave*,86HJW89X%2B84,Sufficient Quantity,16,60614
1.4,"N Green St & W Randolph St, Chicago, IL",11,41.88360166,-87.64862672,762,Green St & Randolph St*,86HJV9M2%2BCG,Excess,12,60607
1.6,"N Morgan St & W Lake St, Chicago, IL",6,41.88549171,-87.65228927,763,Morgan St & Lake St*,86HJV8PX%2B53,Deficit,20,60607